anno,comune_catasto,zona,fascia,tipo_immobile,operazione,stato_conservazione,prezzo_min,prezzo_max,prezzo_medio
2005,A155,B1,B,ville_e_villini,acquisto,normale,455.0,585.0,520.0
2005,A155,B1,B,ville_e_villini,affitto,normale,1.5,2.15,1.8
2005,A155,B1,B,negozi,acquisto,normale,470.0,560.0,515.0
2005,A155,B1,B,negozi,affitto,normale,3.15,3.7,3.4
2005,A155,B1,B,uffici,acquisto,normale,475.0,560.0,517.5
2005,A155,B1,B,uffici,affitto,normale,2.8,3.25,3.0
2005,A155,B1,B,capannoni_tipici,acquisto,normale,165.0,215.0,190.0
2005,A155,B1,B,capannoni_tipici,affitto,normale,1.1,1.45,1.3
2005,A155,B1,B,abitazioni_civili,acquisto,normale,355.0,420.0,387.5
2005,A155,B1,B,abitazioni_civili,affitto,normale,1.2,1.6,1.4
2008,A155,B1,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2008,A155,B1,B,ville_e_villini,affitto,normale,2.0,2.45,2.2
2008,A155,B1,B,negozi,acquisto,normale,650.0,780.0,715.0
2008,A155,B1,B,negozi,affitto,normale,3.9,4.7,4.3
2008,A155,B1,B,uffici,acquisto,normale,600.0,720.0,660.0
2008,A155,B1,B,uffici,affitto,normale,3.15,3.75,3.5
2008,A155,B1,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2008,A155,B1,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2008,A155,B1,B,magazzini,acquisto,normale,260.0,320.0,290.0
2008,A155,B1,B,magazzini,affitto,normale,1.2,1.5,1.4
2008,A155,B1,B,laboratori,acquisto,normale,300.0,370.0,335.0
2008,A155,B1,B,laboratori,affitto,normale,1.6,1.9500000000000002,1.8
2008,A155,B1,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2008,A155,B1,B,abitazioni_civili,affitto,normale,1.7999999999999998,2.15,2.0
2008,A155,B1,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2008,A155,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.6,1.9500000000000002,1.8
2010,A155,B1,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2010,A155,B1,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2010,A155,B1,B,negozi,acquisto,normale,650.0,780.0,715.0
2010,A155,B1,B,negozi,affitto,normale,3.5,4.2,3.9
2010,A155,B1,B,uffici,acquisto,normale,600.0,720.0,660.0
2010,A155,B1,B,uffici,affitto,normale,2.8,3.3,3.0
2010,A155,B1,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2010,A155,B1,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2010,A155,B1,B,magazzini,acquisto,normale,260.0,320.0,290.0
2010,A155,B1,B,magazzini,affitto,normale,1.2,1.5,1.4
2010,A155,B1,B,laboratori,acquisto,normale,300.0,370.0,335.0
2010,A155,B1,B,laboratori,affitto,normale,1.4,1.7,1.5
2010,A155,B1,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2010,A155,B1,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2010,A155,B1,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2010,A155,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2012,A155,B1,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2012,A155,B1,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2012,A155,B1,B,negozi,acquisto,normale,650.0,780.0,715.0
2012,A155,B1,B,negozi,affitto,normale,3.5,4.2,3.9
2012,A155,B1,B,uffici,acquisto,normale,600.0,720.0,660.0
2012,A155,B1,B,uffici,affitto,normale,2.8,3.3,3.0
2012,A155,B1,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2012,A155,B1,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2012,A155,B1,B,magazzini,acquisto,normale,260.0,320.0,290.0
2012,A155,B1,B,magazzini,affitto,normale,1.2,1.5,1.4
2012,A155,B1,B,laboratori,acquisto,normale,300.0,370.0,335.0
2012,A155,B1,B,laboratori,affitto,normale,1.4,1.7,1.5
2012,A155,B1,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2012,A155,B1,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2012,A155,B1,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2012,A155,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2014,A155,B2,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2014,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2014,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2014,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2014,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2014,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2014,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2014,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2014,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2014,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2014,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2014,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2014,A155,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2014,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2014,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2014,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2014,A155,E1,E,ville_e_villini,acquisto,normale,530.0,700.0,615.0
2014,A155,E1,E,ville_e_villini,affitto,normale,1.0,1.2,1.1
2014,A155,E1,E,abitazioni_civili,acquisto,normale,450.0,600.0,525.0
2014,A155,E1,E,abitazioni_civili,affitto,normale,0.8,1.0,0.9
2014,A155,R1,R,ville_e_villini,acquisto,normale,550.0,730.0,640.0
2014,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2014,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2014,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2014,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2014,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2014,A155,R1,R,abitazioni_civili,acquisto,normale,400.0,625.0,512.5
2014,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2014,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,400.0,500.0,450.0
2014,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2016,A155,B2,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2016,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2016,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2016,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2016,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2016,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2016,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2016,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2016,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2016,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2016,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2016,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2016,A155,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2016,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2016,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2016,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2016,A155,R1,R,ville_e_villini,acquisto,normale,550.0,730.0,640.0
2016,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2016,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2016,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2016,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2016,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2016,A155,R1,R,abitazioni_civili,acquisto,normale,400.0,600.0,500.0
2016,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2016,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,400.0,500.0,450.0
2016,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2018,A155,B2,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2018,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2018,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2018,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2018,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2018,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2018,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2018,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2018,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2018,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2018,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2018,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2018,A155,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2018,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2018,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2018,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2018,A155,R1,R,ville_e_villini,acquisto,normale,550.0,730.0,640.0
2018,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2018,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2018,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2018,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2018,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2018,A155,R1,R,abitazioni_civili,acquisto,normale,400.0,600.0,500.0
2018,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2018,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,400.0,500.0,450.0
2018,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2020,A155,B2,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2020,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2020,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2020,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2020,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2020,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2020,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2020,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2020,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2020,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2020,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2020,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2020,A155,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2020,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2020,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2020,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2020,A155,R1,R,ville_e_villini,acquisto,normale,550.0,730.0,640.0
2020,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2020,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2020,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2020,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2020,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2020,A155,R1,R,abitazioni_civili,acquisto,normale,400.0,600.0,500.0
2020,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2020,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,400.0,500.0,450.0
2020,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2022,A155,B2,B,ville_e_villini,acquisto,normale,570.0,700.0,635.0
2022,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2022,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2022,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2022,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2022,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2022,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2022,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2022,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2022,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2022,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2022,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2022,A155,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2022,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2022,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2022,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2022,A155,R1,R,ville_e_villini,acquisto,normale,550.0,730.0,640.0
2022,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2022,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2022,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2022,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2022,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2022,A155,R1,R,abitazioni_civili,acquisto,normale,400.0,600.0,500.0
2022,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2022,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,400.0,500.0,450.0
2022,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2024,A155,B2,B,ville_e_villini,acquisto,normale,580.0,710.0,645.0
2024,A155,B2,B,ville_e_villini,affitto,normale,1.9,2.3,2.1
2024,A155,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2024,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2024,A155,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2024,A155,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2024,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2024,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2024,A155,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2024,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2024,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2024,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2024,A155,B2,B,abitazioni_civili,acquisto,normale,515.0,615.0,565.0
2024,A155,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2024,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,462.5,565.0,513.8
2024,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2024,A155,R1,R,ville_e_villini,acquisto,normale,560.0,740.0,650.0
2024,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2024,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2024,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2024,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2024,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2024,A155,R1,R,abitazioni_civili,acquisto,normale,412.5,615.0,513.8
2024,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2024,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,412.5,515.0,463.8
2024,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2026,A155,B2,B,ville_e_villini,acquisto,normale,575.0,705.0,640.0
2026,A155,B2,B,ville_e_villini,affitto,normale,1.95,2.3499999999999996,2.1
2026,A155,B2,B,negozi,acquisto,normale,665.0,795.0,730.0
2026,A155,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2026,A155,B2,B,uffici,acquisto,normale,610.0,735.0,672.5
2026,A155,B2,B,uffici,affitto,normale,2.8499999999999996,3.3499999999999996,3.1
2026,A155,B2,B,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2026,A155,B2,B,capannoni_tipici,affitto,normale,2.0,2.3,2.1
2026,A155,B2,B,magazzini,acquisto,normale,265.0,325.0,295.0
2026,A155,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2026,A155,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2026,A155,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2026,A155,B2,B,abitazioni_civili,acquisto,normale,515.0,615.0,565.0
2026,A155,B2,B,abitazioni_civili,affitto,normale,1.75,2.05,1.9
2026,A155,B2,B,abitazioni_di_tipo_economico,acquisto,normale,465.0,565.0,515.0
2026,A155,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.85,1.7
2026,A155,R1,R,ville_e_villini,acquisto,normale,555.0,735.0,645.0
2026,A155,R1,R,ville_e_villini,affitto,normale,0.0,0.0,
2026,A155,R1,R,capannoni_tipici,acquisto,normale,350.0,400.0,375.0
2026,A155,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2026,A155,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2026,A155,R1,R,laboratori,affitto,normale,0.0,0.0,
2026,A155,R1,R,abitazioni_civili,acquisto,normale,415.0,615.0,515.0
2026,A155,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2026,A155,R1,R,abitazioni_di_tipo_economico,acquisto,normale,395.0,515.0,455.0
2026,A155,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2005,A255,B1,B,negozi,acquisto,normale,560.0,710.0,635.0
2005,A255,B1,B,negozi,affitto,normale,3.75,4.75,4.2
2005,A255,B1,B,uffici,acquisto,normale,530.0,680.0,605.0
2005,A255,B1,B,uffici,affitto,normale,3.0999999999999996,3.95,3.5
2005,A255,B1,B,capannoni_tipici,acquisto,normale,165.0,215.0,190.0
2005,A255,B1,B,capannoni_tipici,affitto,normale,1.1,1.45,1.3
2005,A255,B1,B,abitazioni_civili,acquisto,normale,430.0,530.0,480.0
2005,A255,B1,B,abitazioni_civili,affitto,normale,1.4,1.9500000000000002,1.7
2008,A255,B1,B,negozi,acquisto,normale,700.0,900.0,800.0
2008,A255,B1,B,negozi,affitto,normale,4.25,5.45,4.8
2008,A255,B1,B,uffici,acquisto,normale,650.0,840.0,745.0
2008,A255,B1,B,uffici,affitto,normale,3.4,4.4,3.9
2008,A255,B1,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2008,A255,B1,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2008,A255,B1,B,magazzini,acquisto,normale,290.0,360.0,325.0
2008,A255,B1,B,magazzini,affitto,normale,1.3,1.7,1.5
2008,A255,B1,B,laboratori,acquisto,normale,340.0,440.0,390.0
2008,A255,B1,B,laboratori,affitto,normale,1.8,2.3,2.0
2008,A255,B1,B,abitazioni_civili,acquisto,normale,550.0,700.0,625.0
2008,A255,B1,B,abitazioni_civili,affitto,normale,1.9500000000000002,2.45,2.2
2008,A255,B1,B,abitazioni_di_tipo_economico,acquisto,normale,500.0,630.0,565.0
2008,A255,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.7999999999999998,2.25,2.0
2010,A255,B1,B,negozi,acquisto,normale,700.0,900.0,800.0
2010,A255,B1,B,negozi,affitto,normale,3.8,4.9,4.3
2010,A255,B1,B,uffici,acquisto,normale,650.0,840.0,745.0
2010,A255,B1,B,uffici,affitto,normale,3.0,3.9,3.5
2010,A255,B1,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2010,A255,B1,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2010,A255,B1,B,magazzini,acquisto,normale,290.0,360.0,325.0
2010,A255,B1,B,magazzini,affitto,normale,1.3,1.7,1.5
2010,A255,B1,B,laboratori,acquisto,normale,340.0,440.0,390.0
2010,A255,B1,B,laboratori,affitto,normale,1.6,2.0,1.8
2010,A255,B1,B,abitazioni_civili,acquisto,normale,550.0,700.0,625.0
2010,A255,B1,B,abitazioni_civili,affitto,normale,1.8,2.3,2.0
2010,A255,B1,B,abitazioni_di_tipo_economico,acquisto,normale,500.0,630.0,565.0
2010,A255,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.7,2.1,1.9
2012,A255,B1,B,negozi,acquisto,normale,650.0,780.0,715.0
2012,A255,B1,B,negozi,affitto,normale,3.5,4.2,3.9
2012,A255,B1,B,uffici,acquisto,normale,600.0,720.0,660.0
2012,A255,B1,B,uffici,affitto,normale,2.8,3.3,3.0
2012,A255,B1,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2012,A255,B1,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2012,A255,B1,B,magazzini,acquisto,normale,260.0,320.0,290.0
2012,A255,B1,B,magazzini,affitto,normale,1.2,1.5,1.4
2012,A255,B1,B,laboratori,acquisto,normale,300.0,370.0,335.0
2012,A255,B1,B,laboratori,affitto,normale,1.4,1.7,1.5
2012,A255,B1,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2012,A255,B1,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2012,A255,B1,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2012,A255,B1,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2014,A255,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2014,A255,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2014,A255,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2014,A255,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2014,A255,B2,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2014,A255,B2,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2014,A255,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2014,A255,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2014,A255,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2014,A255,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2014,A255,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2014,A255,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2014,A255,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2014,A255,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2014,A255,R1,R,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2014,A255,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2014,A255,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2014,A255,R1,R,laboratori,affitto,normale,0.0,0.0,
2014,A255,R1,R,abitazioni_civili,acquisto,normale,450.0,600.0,525.0
2014,A255,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2014,A255,R1,R,abitazioni_di_tipo_economico,acquisto,normale,430.0,550.0,490.0
2014,A255,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2016,A255,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2016,A255,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2016,A255,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2016,A255,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2016,A255,B2,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2016,A255,B2,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2016,A255,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2016,A255,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2016,A255,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2016,A255,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2016,A255,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2016,A255,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2016,A255,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2016,A255,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2016,A255,R1,R,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2016,A255,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2016,A255,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2016,A255,R1,R,laboratori,affitto,normale,0.0,0.0,
2016,A255,R1,R,abitazioni_civili,acquisto,normale,450.0,600.0,525.0
2016,A255,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2016,A255,R1,R,abitazioni_di_tipo_economico,acquisto,normale,430.0,550.0,490.0
2016,A255,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2018,A255,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2018,A255,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2018,A255,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2018,A255,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2018,A255,B2,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2018,A255,B2,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
2018,A255,B2,B,magazzini,acquisto,normale,260.0,320.0,290.0
2018,A255,B2,B,magazzini,affitto,normale,1.2,1.5,1.4
2018,A255,B2,B,laboratori,acquisto,normale,300.0,370.0,335.0
2018,A255,B2,B,laboratori,affitto,normale,1.4,1.7,1.5
2018,A255,B2,B,abitazioni_civili,acquisto,normale,500.0,600.0,550.0
2018,A255,B2,B,abitazioni_civili,affitto,normale,1.7,2.0,1.9
2018,A255,B2,B,abitazioni_di_tipo_economico,acquisto,normale,450.0,550.0,500.0
2018,A255,B2,B,abitazioni_di_tipo_economico,affitto,normale,1.5,1.8,1.6
2018,A255,R1,R,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2018,A255,R1,R,capannoni_tipici,affitto,normale,0.0,0.0,
2018,A255,R1,R,laboratori,acquisto,normale,300.0,370.0,335.0
2018,A255,R1,R,laboratori,affitto,normale,0.0,0.0,
2018,A255,R1,R,abitazioni_civili,acquisto,normale,450.0,600.0,525.0
2018,A255,R1,R,abitazioni_civili,affitto,normale,0.0,0.0,
2018,A255,R1,R,abitazioni_di_tipo_economico,acquisto,normale,430.0,550.0,490.0
2018,A255,R1,R,abitazioni_di_tipo_economico,affitto,normale,0.0,0.0,
2020,A255,B2,B,negozi,acquisto,normale,650.0,780.0,715.0
2020,A255,B2,B,negozi,affitto,normale,3.5,4.2,3.9
2020,A255,B2,B,uffici,acquisto,normale,600.0,720.0,660.0
2020,A255,B2,B,uffici,affitto,normale,2.8,3.3,3.0
2020,A255,B2,B,capannoni_tipici,acquisto,normale,400.0,450.0,425.0
2020,A255,B2,B,capannoni_tipici,affitto,normale,2.3,2.6,2.5
